level,reading,writing,page,column,entry_no,needs_review,review_reason,ocr_headword,ocr_bracket,ocr_context
N2,じゅうりょく,重力,367,right,13,,,じゅうりょく,重力,13 | じゅうりょく【重力】 / : @(理)重力 / %   じゅ20ょく くわ
N2,じょうはつ,蒸発,367,right,15,,,じょうはつ,蒸発,"| 15 | じょうはつ【蒸発】 / i 人2蒸發,汽化;(俗)失蹤,出走, / ji 去向不明 ,逃之天天"
N2,せっきん,接近,367,right,16,,,せっきん,接近,"| 16 |せっきん【接近】 / ... 1 (名・自め 接近,靠近;親密,親近,密切 / :   たいふう せっ"
N2,ぞうすい,増水,368,left,07,,,ぞうすい,増水,"7 |ぞうすい【増水】            | 2 / む-?) 氾濫,漲水         1"
N2,そなえる,備える,368,left,18,,,そなえる,備える,18 | そなえる【備える】             | 中 / 評つ 準備・防備 : 配置装置天生 ;i? / 具備             |
N2,てんねん,天然,368,left,09,,,てんねん,天然,9 | てんねん【天然】               2 / @ 天然 自然            1 / てんねん りょうこう 。 めぐ              2
N2,どしゃくずれ,土砂月れ,368,left,20,,,どしゃくずれ,土砂月れ,20 | どしゃくずれ【土砂月れ】 | 2 / @ 土石流               | 人 / ど しゃくず     うちなこるろ 才     、              :
N2,とっぷう,突風,368,left,21,,,とっぷう,突風,21 | とっぷう【突風】           | 27 / @ 突然論起的暴風          人 / とっぷう ぼう                   :
N2,なる,成る,368,left,02,1,duplicate_reading,なる,成る,2 |なる【成る】                 | 28 / () 成功 完成 : 組成 構成: 旬許′ j / におり みず 。 な             1 例
N2,にごる,濁る,368,right,,,,にごる,濁る,"| にごる 【濁る】 / と) 混濁 ,不清晰;(聲音)嘶啞;(顏色) NZ / 賠明; (心靈)污濁,起邪念           12"
N2,にじ,虹,368,right,,,,にじ,虹,"| にじ【虹】                                   象 / 虹,彩虹 / なないろ   にじ    0"
N2,はんえい,反映,368,right,,,,はんえい,反映,| はんえい【反映】 / 生人7) (光)反射 : 反映 / こ めん   はんえい
N2,ひとりでに,独りでに,368,right,,,,ひとりでに,独りでに,"| ひとりでに【独りでに】 / 自行地,自動地,自然而然也 / 【   ひと          ひら"
N2,ふせぐ,防ぐ,368,right,,,,ふせぐ,防ぐ,"| ふせぐ【防ぐ】 / 防禦,防守,防止;預防,防備 / ひ    ふせ"
N2,ふんか,噴火,369,left,29,,,ふんか,噴火,29 | ふんか【噴火】 / (和名.自作) 噴火 / ふん か こう   のこ
N2,ほうそく,法則,369,left,30,,,ほうそく,法則,30 | ほうそく【法則】 / る 規律・定律 : 規定 ・ 規則 / ほうそく    あ
N2,まんいち,万一,369,right,31,,,まんいち,万一,| 31 | まんいち【万一】 / ji (名.副) 萬一 / まんいち そな
N2,わく,湧く,369,right,32,,,わく,湧く,| 32 | わく【湧く】 / | (湧出; 產生(某種威情);大量渤現 / 由   しみず わ
N2,いずみ,泉,370,left,00,,,いずみ,泉,0 | いずみ【泉】             1 / @泉・泉水 : 泉源 : 話是      說 / ほん 。 ちしき いずみ           1
N2,いど,締度,370,left,02,1,duplicate_reading,いど,締度,02 | いど【締度】            1 / @緯度              | 、 / い ど  たか
N2,うんが,運河,370,left,03,,,うんが,運河,03 | うんが【運河】          1 / 罰河                      1 / うんが ひら                   :
N2,おか,岳,370,left,,,,おか,岳,% |おか【岳】 / る 丘陵 山岡 ) 小山 ・ / 較丘を越える。         1
N2,おぼれる,潟れる,370,left,05,,,おぼれる,潟れる,"05 | おぼれる【潟れる】            | / 取二湯水 ,尖死; 沉溺於,迷弦於  | / 較川で湧れる。"
N2,おんせん,温泉,370,right,05,,,おんせん,温泉,5 | おんせん【温泉】                時 / ) 溫泉                                      方 / おんせん   はい
N2,かい,貝,370,right,07,,,かい,貝,7 | かい【貝】 / ) 貝類 / かい   ひろ
N2,かいよう,海洋,370,right,03,,,かいよう,海洋,3 | かいよう【海洋】 / ) 海洋 / かいようこうえん   い
N2,かこう,火口,370,right,,1,duplicate_reading,かこう,火口,| かこう【火口】 / ) (火山)噴火口 : (爐灶等)爐口 / か こう                ふんしゅっ
N2,かざん,火山,370,right,,,,かざん,火山,) | かざん【火山】 / ) 火山 / か ざん   ふん か
N2,きし,岸,371,left,01,,,きし,岸,"1 |きし【岸】 / る) 岸,岸邊,;,崖 / きし はな"
N2,きゅうせき,旧跡,371,left,12,,,きゅうせき,旧跡,12 | きゅうせき【旧跡】 / る) 古蹟 / きょう と 。。 めいしょき%5せき   たず
N2,けいど,経度,371,left,13,,,けいど,経度,13 | けいど【経度】 / @) (地)經度 / けい ど    しら
N2,けわしい,険しい,371,left,14,,,けわしい,険しい,"14 | けわしい【険しい】 / 侈陡峭,險峻;險惡,危險;(表情等 / 嚴融,可怕,粗暴"
N2,こうち,耕地,371,left,15,,,こうち,耕地,15 | こうち【耕地】 / 色 耕地 / こう ち めんせき    し
N2,こす,越す・超す,371,left,16,,,こす,越す・超す,"16 | こす【越す・超す】 / 自他五) 越過 ' 跨越,渡過;超越,勝於 / やま    こ"
N2,さばく,砂満,371,right,07,,,さばく,砂満,| 7 |さばく【砂満】 / j @) 沙漠 / :     さきさばく い                             ]
N2,さんりん,山本,371,right,03,,,さんりん,山本,| 3 |さんりん【山本】 / ; @@ 山上的樹林 : 山和樹林 / :     さんりん   まじ
N2,じばん,地上盤,371,right,,,,じばん,地上盤,"| | じばん【地上盤】 / : @ 地基,地面;地盤,勢力範圍 / :     じ ばん   かた"
N2,じめん,地面,371,right,20,,,じめん,地面,"| 20 | じめん【地面】 / 」 | る 地面・地表 ;土地,地皮,地自 / じ めん"
N2,しんりん,森林,371,right,21,,,しんりん,森林,“| 21 | しんりん【森林】 / :     しんりん まも / : 較森林を守る。
N2,すいへいせん,水平線,371,right,22,,,すいへいせん,水平線,“| 22 | すいへいせん【水平線 / 1 る 水平線 : 地平線 / |   :     たいよう   すいへいせん     のほぼ
N2,せきどう,赤道,371,right,23,,,せきどう,赤道,| 23 | せきどう【赤道】 / | る 亦首
N2,たいりく,大陸,372,left,25,,,たいりく,大陸,25 | たいりく【大陸】             1 s / @ 大陸・大洲:(日本指)中國 (英國指) ! / 歐洲大陸                二
N2,太言,漳,372,left,03,1,unexpected_reading_chars;suspicious_reading,太言,漳,3 |太言【漳】                   3 / @ 漫布               1 / もe 可 人       生
N2,たに,谷,372,left,02,,,たに,谷,2 |たに【谷】                   3 / る山谷・山潤・山洞         1 @ / じんせい       ~                  8
N2,和1たにぞこ,谷底,372,left,,1,unexpected_reading_chars;suspicious_reading,和1たにぞこ,谷底,和 1たにぞこ【谷底】             | 3 / る 谷底                            1 / にをこ。 てんら                     5
N2,たんすい,淡水,372,right,,,,たんすい,淡水,) | たんすい【淡水】 / ) 淡水                                 N2 / たんすいぎょ 。 み
N2,ちへいせん,地平線,372,right,,,,ちへいせん,地平線,| ちへいせん【地平線】 / (地)地平線 / ち へいせん   み
N2,ちめい,地名,372,right,,,,ちめい,地名,| ちめい【地名】 / 地名 / ち めい   しら
N2,ちょうじょう,頂上,372,right,,,,ちょうじょう,頂上,"| ちょうじょう【頂上】 / 山頂,峰頂;極點,頂點 / ちょうじょう  め ざ"
N2,ちょうてん,頂点,372,right,,,,ちょうてん,頂点,"| ちょうてん【頂点】 / (數) 頂點; 頂峰,',最高處;極點, / 上   た"
N2,つりばし,釣り橋・吊り栖,373,left,36,,,つりばし,釣り橋・吊り栖,36 | つりばし【釣り橋・吊り栖 / る) 吊橋 / う   ばし   わた
N2,とう,島,373,left,37,1,duplicate_reading,とう,島,37 | とう【島】 / @ 島嶼 / り とう   かずおお
N2,とうげ,峠,373,left,38,,,とうげ,峠,38 | とうげ【峠】 / 多) 山路最高點(從此點開始下坡) 山間 / とうげ   仿
N2,とうだい,和灯台,373,left,39,,,とうだい,和灯台,39 | とうだい【和灯台】 / 多) 燈塔 / とうだいもり    す
N2,とびこむ,飛び込む,373,left,40,,,とびこむ,飛び込む,40 | とびこむ【飛び込む】 / (人五) 跳准:飛入:突然閣入:(主動投入 / 加入
N2,ながめ,眺め,373,left,41,,,ながめ,眺め,41 | ながめ【眺め】 / 多 眺堂・瞭堂 : (眺堂的)視野 ・ 景致 / 景色
N2,ながめる,眺める,373,right,42,,,ながめる,眺める,"| 42 |ながめる【眺める】 / | (他一) 眺划凝視,注意看;(商)觀 / :  ほし なが           1"
N2,ながれ,流れ,373,right,43,,,ながれ,流れ,"| 43 | ながれ【流れ】 / | @ 水流 流動;河流 ,流水;潮流 彰夫 / | 血統:派系・(鞭術的)風格"
N2,なみ,波,373,right,44,,,なみ,波,", |44 |なみ【波】 / i @ 波浪 ,波溥;波瀾 ,風波;聲波;電波; / i 潮流,浪潮;起伏,波動"
N2,のはら,野原,373,right,46,,,のはら,野原,", | 46 |のはら【野原】 / | @ 原野 / 1  のはら あそ"
N2,はら,原,373,right,47,,,はら,原,"| 47 |はら【原】 / "" |] 會平原,平地;荒原,荒地 / :  のはら はな さ"
N2,はんとう,半島,374,left,48,,,はんとう,半島,48 |はんとう【半島】 / の いっしゅう          | / 較伊豆半島を 1 周する。     |【
N2,ふうけい,風景 1,374,left,04,,,ふうけい,風景           1,4 | ふうけい【風景           1 / @ 風景・景致: 情景・光景・状況:(美 j( / 術)風景             1
N2,へいや,平野,374,left,05,,,へいや,平野,5 |へいや【平野】             1 6 / @ 平原             1 / かんとうへい や  み               3 9
N2,ぼんち,盆地,374,left,52,,,ぼんち,盆地,52 |ぼんち【盆地】             | | / @ (地)盆地           : / やま あいだ ぼんち            :
N2,みさき,岬,374,left,53,,,みさき,岬,"53 | みさき【岬】             | 國 / @ (地)海角,岬           1 / ささ    とうだい                        :"
N2,みなれる,見慣れる,374,right,01,1,reading_auto_cleaned,みなれる人,見慣れる,"1 | みなれる人【見慣れる】             N2 / 下 看慣,眼熟,熟識 / 「  き  み な"
N2,りく,陸,374,right,,,,りく,陸,"| りく【陸】                    地 / 天) 陸地,早地;陸軍的通稱     カ / りく   み"
N2,りゅういき,流域,374,right,,,,りゅういき,流域,| りゅういき【流域】 / 流域 / ちょうこうりゅういき   すいとう   せいさん ち
N2,れっとう,列島,374,right,,,,れっとう,列島,|れっとう【列島】 / (地)列島・ 群島 / に ほんれっとう   おうだん
N2,あき,空き,374,right,,,,あき,空き,| あき【空き】 / 空隙・ 空白 : 聞暇 : 空額 / あ      9
N2,したまち,下町,374,right,,,,したまち,下町,| したまち【下町】 / (普通百姓居住的)小工商業區;(都 / )低窪地属
N2,しんくう,真空,375,left,03,,,しんくう,真空,o3 | しんくう【真空】 / る 真空 : (作用 勢力建不到的)空白 / 真空状態
N2,てんてん,転々,375,left,04,1,duplicate_reading,てんてん,転々,"04 | てんてん【転々】 / 神-自9) 轉來轉去,輾轉,不斷移動 / 滾轉貌,嘰哩咕嚕"
N2,とうざい,東西,375,left,05,,,とうざい,東西,"05 | とうざい【東西】 / 負 (方向)東和西 : (國家)東方和西方 / 方向;事理,道理"
N2,どこか,,375,left,0e,1,blank_writing,どこか,,oe | どこか / とお     い / 較 どこか遠くへ行きたい。
N2,とち,土地,375,left,07,,,とち,土地,"07 | とち【土地】 / 名) 土地 , 耕地 : 土壌 土質 : 某地属 / 當地;,地面;地區"
N2,なつかしい,懐かしい,375,left,08,,,なつかしい,懐かしい,"08 | なつかしい【懐かしい】 / 形 懷念的 思慕的 ,令人懷念的;羊戀 / 親近的              uh"
N2,バック,back,375,right,00,,,バック,back,"| o |バック【back】 / | (名-自め 後面背後:背景:後退 ,倒車; / | 金錢的後備,援助 ;靠山"
N2,ひろば,広場,375,right,01,,,ひろば,広場,| 1 | ひろば【広場 / : @) 廣場 : 場所 / :   ひろ ば おこな
N2,ほうぼう,方々,375,right,03,,,ほうぼう,方々,"~ | 3 |ほうぼう【方々】 / | 到) 各處,到處 / 3   ほうぼ"
N2,ほうめん,方面,375,right,14,,,ほうめん,方面,". 114 |ほうめん【方面】 / | 會方面,方向;領域 / :   おおさかほうめん しゅっ5ょう"
N2,まちかど,街角,376,left,15,,,まちかど,街角,15 | まちかど【街角】 / @ 街角・街口・拐朋         |
N2,むこうがわ,向こう側,376,left,07,,,むこうがわ,向こう側,7 |むこうがわ【向こう側】     1 / 對面; 對方            1
N2,めいしょよ,名所,376,left,18,,,めいしょよ,名所,18 | めいしょよ【名所】            回 / @ 名勝地・古呈           | 蔚
N2,よそ,他所,376,left,09,,,よそ,他所,"9 |よそ【他所】               | / @別處 ,他處;遠方;別的 *他的:不願・ ; 謂 / 図よそを向く。 05"
N2,いたる,至る,376,right,,,,いたる,至る,"| いたる【至る】 / 5) 到, 來臨;達到;周到"
N2,おうべい,欧米,376,right,,,,おうべい,欧米,| おうべい【欧米】 / 歐美 / うべいしょこく たいりつ
N2,おき,沖,376,right,,,,おき,沖,"| おき【沖】 / 離岸較遠的)海面,海上;湖心;(日 / 部方言)寬閱的田地、原野"
N2,おくがい,屋外,376,right,,,,おくがい,屋外,| おくがい 【屋外】 / Rm   ひつよう 、 / 外運動靴が必要だ。
N2,和扳必万tA,溫帶,377,left,07,1,unexpected_reading_chars;suspicious_reading,和扳必万tA,溫帶,07 | 和扳必万tA【溫帶】 / @ 溫帶 / おんたい き こう   ぞく
N2,がい,外,377,left,08,1,duplicate_reading,がい,外,08 |がい【外】 / (短星・漢造) 以外・ 之外 : 外側・ 外面 / 外部 : 妻方親戚 : 除外
N2,かいがい,海外,377,left,09,,,かいがい,海外,09 | かいがい【海外】 / 海外 ・ 國外 / かいがい    く
N2,かくじゅう,拡充,377,left,10,,,かくじゅう,拡充,10 | かくじゅう【拡充】 / (名・他) 擴充 / こうじょう   かくじゅう
N2,かくだい,拡大,377,left,11,,,かくだい,拡大,"11 | かくだい【拡大】 / 擴大,放大 / き ぼ   かくだい"
N2,かくち,各地,377,left,12,,,かくち,各地,12 | かくち【各地】 / 久) 各地 / かく ち   めぐ
N2,かくちょう,拡張,377,left,13,,,かくちょう,拡張,"13 | かくちょう【拡張】 / (名・他サ) 擴大 ,擴張 / 376 | 地域、範圍(1)"
N2,かしょ,箇所,377,right,14,,,かしょ,箇所,| 14 | かしょ【箇所】 / (名:攻) (特定的)地方;(助數詞)處 / :     なま            か しょ
N2,かんとう,関東,377,right,17,,,かんとう,関東,i 17 | かんとう【関東】           | / - | 會 日本關東地區(以東京為中心的地帶) / かんとうちほう つよ ゆ
N2,きょうかい,境界,377,right,48,,,きょうかい,境界,"| 48 |きょうかい【境界】 / ""| 全境界,疆界,邊界 / :   きょうかいせん 六"
N2,くうちゅう,空中,378,left,20,,,くうちゅう,空中,20 |くうちゅう【空中】    | 2 / @ 空中・ 天空                         1 G / くうも5ゅう   と              :
N2,こっきょう,国境,378,left,22,,,こっきょう,国境,22 | こっきょう【国境】     2 / @國境・混境・湯界         | で / こっきょう   こ                        :
N2,さい,際,378,left,23,1,duplicate_reading,さい,際,"23 |さい【際】                       | 2 / -江時候・時機・在...的敵況下: で / 彼此之間,交接;會晤;邊際     1"
N2,さかい,境,378,left,24,,,さかい,境,"24 |さかい【境】                1 包 / % 界線,亞界,交界;境界,境地; : / 分界線,分水販            : 區"
